Name,Min,Cmp,PassAtt,Cmp%,PassTotDist,PassPrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xA,KP,PassFinThird,PPA,CrsPA,PassProg,SCA,PassLiveShot,PassDeadShot,DribShot,ShLSh,Fld,DefShot,GCA,PassLiveGoal,PassDeadGoal,DribGoal,ShGoal,FldGoal,DefGoal,Tkl,TklW,TacklesDef3rd,TacklesMid3rd,TacklesAtt3rd,DribTackled,DribContest,DribTackled%,Past,Press,SuccPress,SuccPress%,PressDef3rd,PressMid3rd,PressAtt3rd,Blocks,BlockSh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Touches,Def Pen,TouchDef3rd,TouchMid3rd,TouchAtt3rd,AttPen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,ProgCarries,CarriesFinThird,CPA,Mis,Dis,Targ,Rec,Rec%,ProgPassRec,Gls,PK,PKatt,Sh,SoT,CrdY,CrdR,xG,npxG,rating21,Position,IsLowInvolvement
Christian Benteke,1816.0,366.0,574.0,1847.6,5051.0,990.0,217.0,327.0,1905.8,103.0,171.0,1527.4,21.0,30.0,1190.0,1.0,0.9,15.0,25.0,14.0,2.0,33.0,38.0,29.0,0.0,3.0,2.0,2.0,2.0,5.0,2.0,0.0,1.0,0.0,1.0,1.0,13.0,9.0,1.0,5.0,7.0,0.0,8.0,0.0,8.0,240.0,56.0,710.1,16.0,130.0,94.0,17.0,6.0,1.0,11.0,5.0,18.0,38.0,0.0,848.0,47.0,85.0,429.0,360.0,127.0,829.0,16.0,29.0,791.7,17.0,0.0,357.0,1293.0,597.0,41.0,11.0,10.0,60.0,27.0,1207.0,649.0,1662.2,149.0,10.0,0.0,0.0,71.0,33.0,3.0,1.0,8.4,8.4,72.0,Forward,False
Christian Eriksen,1385.0,844.0,1028.0,2026.2,16043.0,4454.0,351.0,386.0,2282.2,366.0,405.0,2112.9,110.0,206.0,1263.6,0.0,2.3000000000000003,30.0,78.0,22.0,4.0,71.0,51.0,30.0,18.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0,8.0,8.0,2.0,2.0,5.0,21.0,400.0,16.0,177.0,51.0,643.8,52.0,77.0,48.0,22.0,2.0,0.0,20.0,10.0,22.0,14.0,1.0,1162.0,28.0,249.0,583.0,412.0,28.0,1047.0,10.0,13.0,800.0,10.0,2.0,762.0,3546.0,1854.0,91.0,34.0,2.0,22.0,20.0,915.0,848.0,2277.1,40.0,3.0,0.0,0.0,30.0,11.0,1.0,0.0,1.7000000000000002,1.7000000000000002,85.0,Midfielder,False
Christian Fuchs,702.0,478.0,589.0,674.2,9088.0,3503.0,204.0,229.0,753.5,218.0,256.0,683.1,55.0,93.0,464.1,0.0,0.0,1.0,42.0,2.0,1.0,33.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,9.0,13.0,1.0,1.0,5.0,14.0,333.3,9.0,87.0,23.0,245.0,53.0,27.0,7.0,16.0,4.0,1.0,12.0,12.0,27.0,31.0,0.0,662.0,54.0,231.0,373.0,87.0,2.0,592.0,0.0,2.0,0.0,0.0,0.0,376.0,1435.0,696.0,27.0,8.0,0.0,2.0,1.0,450.0,434.0,830.5,3.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,73.0,Low Involvement,True
Christian Gebauer,687.0,126.0,192.0,1169.3,1986.0,816.0,68.0,85.0,1297.0,38.0,58.0,1083.4,13.0,30.0,635.0,1.0,0.6000000000000001,9.0,7.0,5.0,1.0,21.0,14.0,12.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,4.0,6.0,2.0,2.0,11.0,200.0,9.0,142.0,40.0,601.0,41.0,60.0,41.0,9.0,1.0,0.0,8.0,8.0,20.0,19.0,0.0,268.0,24.0,74.0,109.0,103.0,22.0,263.0,5.0,9.0,300.0,5.0,1.0,150.0,815.0,394.0,18.0,6.0,3.0,7.0,10.0,249.0,147.0,1288.5,34.0,1.0,0.0,0.0,10.0,4.0,0.0,0.0,2.0,2.0,67.0,Low Involvement,True
Christian Gentner,1033.0,373.0,473.0,1736.0,6508.0,1820.0,181.0,205.0,1879.3,137.0,170.0,1492.2,45.0,73.0,1107.5,0.0,1.0,7.0,38.0,9.0,2.0,47.0,18.0,16.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,12.0,11.0,3.0,7.0,6.0,20.0,190.0,14.0,210.0,73.0,609.4,54.0,93.0,63.0,19.0,3.0,0.0,16.0,13.0,34.0,26.0,0.0,589.0,24.0,167.0,311.0,139.0,9.0,577.0,7.0,11.0,500.0,7.0,1.0,329.0,1217.0,467.0,19.0,8.0,1.0,8.0,9.0,475.0,394.0,1777.8,24.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.2,0.2,74.0,Midfielder,False
Christian Groß,1468.0,742.0,860.0,1727.8,14394.0,3716.0,287.0,318.0,1708.1,342.0,377.0,1827.7,107.0,150.0,1254.8,1.0,0.6,5.0,40.0,4.0,1.0,46.0,14.0,12.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,48.0,34.0,22.0,24.0,2.0,15.0,38.0,566.6,23.0,318.0,111.0,736.2,136.0,153.0,29.0,18.0,2.0,0.0,16.0,29.0,77.0,53.0,0.0,1022.0,102.0,463.0,553.0,71.0,5.0,998.0,8.0,10.0,550.0,8.0,0.0,668.0,3965.0,2019.0,46.0,4.0,0.0,3.0,5.0,680.0,651.0,1912.4,9.0,0.0,0.0,0.0,7.0,1.0,8.0,1.0,0.3,0.3,68.0,Midfielder,False
Christian Günter,3060.0,1203.0,1656.0,2458.3,23198.0,9621.0,509.0,590.0,2915.0,497.0,639.0,2608.1,179.0,350.0,1777.6,3.0,5.8,70.0,84.0,55.0,34.0,122.0,102.0,70.0,25.0,1.0,2.0,2.0,2.0,8.0,6.0,1.0,0.0,0.0,0.0,1.0,48.0,26.0,27.0,16.0,5.0,20.0,58.0,823.4,38.0,392.0,101.0,856.9,153.0,156.0,83.0,53.0,7.0,0.0,46.0,30.0,78.0,44.0,0.0,1931.0,69.0,459.0,854.0,717.0,62.0,1531.0,19.0,40.0,1108.3,21.0,1.0,1057.0,4587.0,2918.0,138.0,57.0,18.0,26.0,23.0,1348.0,1142.0,2857.5,115.0,3.0,0.0,0.0,26.0,7.0,2.0,0.0,1.1,1.1,78.0,Defender,False
Christian Kouamé,995.0,248.0,330.0,2561.6,3244.0,442.0,162.0,204.0,2685.5,65.0,84.0,2124.5,6.0,9.0,500.0,1.0,1.1,10.0,9.0,7.0,1.0,13.0,17.0,15.0,0.0,1.0,0.0,1.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,16.0,11.0,3.0,4.0,9.0,5.0,13.0,450.0,8.0,179.0,46.0,850.7,25.0,65.0,89.0,5.0,0.0,0.0,5.0,4.0,20.0,4.0,0.0,487.0,5.0,32.0,228.0,251.0,63.0,470.0,15.0,22.0,750.0,16.0,0.0,325.0,1114.0,381.0,19.0,6.0,8.0,42.0,37.0,620.0,378.0,1958.7,124.0,1.0,0.0,0.0,19.0,6.0,4.0,0.0,3.5,3.5,75.0,Low Involvement,True
Christian Maggio,297.0,110.0,144.0,557.9,1808.0,907.0,56.0,66.0,618.3,46.0,56.0,580.1,7.0,16.0,112.2,0.0,0.0,0.0,4.0,0.0,0.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,5.0,3.0,1.0,2.0,6.0,200.0,4.0,50.0,14.0,151.3,21.0,20.0,9.0,8.0,2.0,0.0,6.0,2.0,11.0,2.0,0.0,179.0,6.0,66.0,87.0,36.0,5.0,150.0,1.0,4.0,100.0,1.0,0.0,91.0,405.0,281.0,5.0,3.0,0.0,2.0,5.0,120.0,103.0,578.3,4.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.1,0.1,74.0,Low Involvement,True
Christian Oliva,586.0,237.0,284.0,1579.4,4325.0,1246.0,99.0,111.0,1516.9,104.0,118.0,1623.2,27.0,44.0,1206.0,3.0,0.3,5.0,27.0,3.0,0.0,30.0,10.0,8.0,1.0,1.0,0.0,0.0,0.0,5.0,4.0,0.0,1.0,0.0,0.0,0.0,10.0,6.0,3.0,4.0,3.0,2.0,11.0,100.0,9.0,121.0,24.0,258.4,46.0,68.0,7.0,12.0,1.0,0.0,11.0,10.0,20.0,9.0,1.0,339.0,16.0,81.0,236.0,49.0,1.0,328.0,5.0,5.0,400.0,5.0,0.0,207.0,1102.0,666.0,24.0,4.0,0.0,0.0,7.0,237.0,219.0,1834.4,3.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,58.0,Low Involvement,True
Christian Pastina,121.0,53.0,66.0,238.3,1066.0,253.0,26.0,29.0,267.3,17.0,21.0,240.7,9.0,14.0,188.1,1.0,0.4,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,3.0,51.1,10.0,3.0,2.0,1.0,0.0,0.0,1.0,1.0,5.0,6.0,0.0,76.0,8.0,30.0,45.0,5.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,44.0,232.0,169.0,2.0,1.0,0.0,0.0,0.0,60.0,54.0,263.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,54.0,Low Involvement,True
Christian Pulisic,1738.0,552.0,690.0,2074.1,8355.0,1840.0,329.0,384.0,2257.4,179.0,225.0,1949.8,30.0,45.0,1080.1,2.0,2.9,26.0,31.0,40.0,2.0,66.0,67.0,52.0,1.0,5.0,2.0,5.0,2.0,8.0,7.0,0.0,0.0,1.0,0.0,0.0,25.0,17.0,11.0,11.0,3.0,6.0,21.0,300.0,15.0,337.0,109.0,935.7,70.0,149.0,118.0,31.0,3.0,0.0,28.0,9.0,34.0,9.0,0.0,1009.0,11.0,95.0,457.0,547.0,117.0,996.0,46.0,94.0,1067.8,52.0,4.0,774.0,4618.0,2831.0,171.0,54.0,27.0,62.0,50.0,1028.0,774.0,2049.7,163.0,4.0,0.0,0.0,43.0,16.0,2.0,0.0,5.2,5.2,81.0,Forward,False
Christoph Baumgartner,2369.0,725.0,954.0,2344.4,12120.0,3238.0,379.0,460.0,2580.9,245.0,313.0,2321.3,75.0,120.0,1710.8,3.0,3.2,32.0,60.0,32.0,4.0,98.0,79.0,51.0,2.0,3.0,5.0,14.0,4.0,11.0,7.0,0.0,1.0,0.0,3.0,0.0,53.0,38.0,20.0,23.0,10.0,14.0,60.0,603.6,46.0,572.0,183.0,952.4,121.0,282.0,169.0,46.0,9.0,0.0,37.0,19.0,72.0,19.0,0.0,1363.0,44.0,234.0,719.0,531.0,107.0,1306.0,43.0,82.0,1440.0,49.0,3.0,913.0,4975.0,2990.0,137.0,55.0,15.0,75.0,51.0,1227.0,928.0,2331.4,147.0,6.0,0.0,0.0,62.0,21.0,6.0,0.0,5.5,5.5,75.0,Forward,False
Christoph Kramer,2033.0,1130.0,1303.0,2418.5,19122.0,5431.0,547.0,593.0,2576.9,454.0,510.0,2392.3,99.0,147.0,1757.7,2.0,1.3,11.0,84.0,13.0,2.0,91.0,33.0,25.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,61.0,39.0,26.0,28.0,7.0,20.0,62.0,718.6,42.0,385.0,132.0,980.9,133.0,210.0,42.0,43.0,10.0,0.0,33.0,36.0,97.0,55.0,0.0,1539.0,77.0,447.0,963.0,213.0,17.0,1497.0,23.0,26.0,1383.3,23.0,0.0,939.0,4291.0,2291.0,95.0,11.0,4.0,13.0,14.0,1065.0,1007.0,2636.9,28.0,0.0,0.0,0.0,9.0,1.0,5.0,0.0,0.3,0.3,78.0,Defender,False
Christophe Hérelle,1377.0,784.0,874.0,1422.6,18706.0,5305.0,147.0,157.0,1478.3,426.0,453.0,1498.6,202.0,252.0,1263.7,0.0,0.0,2.0,43.0,2.0,0.0,49.0,10.0,8.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,10.0,14.0,5.0,1.0,5.0,11.0,316.7,6.0,105.0,35.0,533.8,65.0,37.0,3.0,23.0,9.0,0.0,14.0,16.0,36.0,83.0,0.0,1029.0,137.0,555.0,502.0,31.0,9.0,1003.0,3.0,3.0,300.0,3.0,0.0,684.0,3274.0,1834.0,38.0,8.0,0.0,2.0,4.0,728.0,715.0,1566.6,0.0,0.0,0.0,0.0,6.0,0.0,4.0,0.0,0.6000000000000001,0.6000000000000001,75.0,Midfielder,False
Christopher Lenz,2248.0,976.0,1340.0,1955.3,18290.0,7643.0,436.0,510.0,2297.9,395.0,507.0,2102.9,130.0,253.0,1320.4,3.0,2.0,19.0,72.0,30.0,12.0,108.0,47.0,38.0,3.0,2.0,1.0,0.0,3.0,5.0,4.0,0.0,0.0,0.0,0.0,1.0,77.0,40.0,44.0,29.0,4.0,29.0,69.0,1182.8,40.0,411.0,130.0,872.4,183.0,162.0,66.0,50.0,8.0,1.0,42.0,33.0,110.0,53.0,0.0,1601.0,75.0,525.0,739.0,422.0,19.0,1327.0,13.0,21.0,700.0,13.0,2.0,792.0,4305.0,2416.0,114.0,30.0,6.0,25.0,20.0,936.0,821.0,2379.8,57.0,0.0,0.0,0.0,16.0,6.0,3.0,0.0,0.8,0.8,70.0,Defender,False
Christopher Nkunku,1892.0,787.0,1011.0,2156.0,12223.0,4047.0,448.0,502.0,2473.2,230.0,284.0,2185.4,77.0,166.0,1365.7,6.0,7.5,71.0,41.0,41.0,5.0,77.0,130.0,66.0,36.0,8.0,6.0,12.0,2.0,16.0,10.0,2.0,2.0,1.0,1.0,0.0,24.0,17.0,6.0,7.0,11.0,4.0,20.0,333.3,16.0,415.0,126.0,890.7,48.0,164.0,203.0,32.0,1.0,0.0,31.0,11.0,35.0,14.0,0.0,1307.0,19.0,99.0,516.0,788.0,129.0,1164.0,35.0,60.0,1398.3,39.0,1.0,891.0,4259.0,2374.0,131.0,49.0,25.0,48.0,48.0,1264.0,926.0,2043.2,201.0,6.0,0.0,0.0,56.0,26.0,2.0,0.0,7.8,7.8,80.0,Forward,False
Christopher Rocchia,22.0,14.0,15.0,183.3,221.0,42.0,8.0,8.0,200.0,3.0,3.0,200.0,2.0,2.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,2.0,40.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,21.0,1.0,4.0,11.0,10.0,0.0,17.0,0.0,1.0,0.0,0.0,0.0,13.0,60.0,47.0,1.0,1.0,0.0,2.0,1.0,13.0,12.0,187.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,Low Involvement,True
Christopher Scott,34.0,6.0,8.0,150.0,62.0,22.0,4.0,4.0,200.0,2.0,2.0,200.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,133.3,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,14.0,0.0,3.0,7.0,5.0,0.0,14.0,1.0,1.0,100.0,1.0,0.0,11.0,87.0,62.0,3.0,1.0,0.0,2.0,1.0,13.0,10.0,157.1,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,70.0,Low Involvement,True
Christopher Trimmel,2572.0,1106.0,1548.0,2163.0,21603.0,9056.0,484.0,545.0,2664.4,416.0,528.0,2313.3,193.0,417.0,1402.5,9.0,4.8,55.0,57.0,35.0,26.0,90.0,77.0,45.0,30.0,0.0,0.0,2.0,0.0,12.0,7.0,4.0,0.0,0.0,1.0,0.0,58.0,33.0,40.0,14.0,4.0,22.0,50.0,886.7,28.0,331.0,108.0,1052.2,164.0,126.0,41.0,46.0,9.0,0.0,37.0,58.0,116.0,92.0,0.0,1830.0,129.0,599.0,762.0,562.0,16.0,1406.0,10.0,20.0,950.0,13.0,1.0,836.0,4974.0,2611.0,103.0,44.0,4.0,14.0,20.0,990.0,870.0,2724.9,40.0,1.0,0.0,0.0,9.0,3.0,9.0,0.0,0.0,0.0,75.0,Defender,False
Ciaran Clark,1891.0,620.0,747.0,1824.8,12686.0,3922.0,198.0,227.0,1862.1,312.0,345.0,1990.8,102.0,157.0,1389.1,0.0,0.0,2.0,35.0,2.0,0.0,35.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,14.0,18.0,7.0,2.0,3.0,10.0,250.0,7.0,156.0,49.0,754.4,102.0,42.0,12.0,45.0,20.0,0.0,25.0,26.0,53.0,134.0,3.0,992.0,187.0,621.0,344.0,58.0,18.0,970.0,6.0,9.0,400.0,6.0,0.0,493.0,2325.0,1134.0,25.0,3.0,0.0,7.0,1.0,578.0,545.0,2046.0,5.0,1.0,0.0,0.0,8.0,2.0,3.0,0.0,0.2,0.2,76.0,Midfielder,False
Ciro Immobile,2849.0,663.0,888.0,2610.0,9810.0,1877.0,373.0,465.0,2789.9,179.0,248.0,2577.1,60.0,88.0,1920.1,6.0,6.8,54.0,31.0,31.0,2.0,62.0,120.0,84.0,2.0,11.0,13.0,9.0,1.0,18.0,9.0,0.0,1.0,3.0,4.0,1.0,15.0,9.0,5.0,3.0,7.0,5.0,23.0,316.7,18.0,441.0,130.0,1026.5,54.0,159.0,228.0,15.0,0.0,0.0,15.0,5.0,20.0,6.0,0.0,1241.0,10.0,116.0,475.0,722.0,231.0,1209.0,32.0,49.0,1835.0,37.0,2.0,882.0,4428.0,2282.0,128.0,35.0,36.0,76.0,58.0,1621.0,993.0,2139.2,304.0,20.0,4.0,8.0,114.0,44.0,4.0,1.0,19.8,13.9,87.0,Forward,False
Claudio Terzi,1869.0,1107.0,1323.0,1984.1,27578.0,9207.0,265.0,292.0,2193.7,498.0,545.0,2169.5,340.0,469.0,1699.4,1.0,0.0,3.0,103.0,8.0,0.0,73.0,11.0,9.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,34.0,14.0,21.0,12.0,1.0,17.0,28.0,1116.7,11.0,201.0,74.0,932.1,100.0,97.0,4.0,34.0,12.0,1.0,22.0,35.0,69.0,80.0,1.0,1513.0,153.0,769.0,806.0,64.0,10.0,1441.0,4.0,7.0,200.0,5.0,0.0,927.0,7005.0,3805.0,95.0,19.0,0.0,2.0,3.0,1067.0,1046.0,2346.7,0.0,1.0,0.0,0.0,5.0,2.0,9.0,1.0,0.3,0.3,68.0,Midfielder,False
Clément Depres,14.0,3.0,6.0,50.0,52.0,17.0,1.0,2.0,50.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,2.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,75.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,Low Involvement,True
Clément Grenier,1078.0,721.0,904.0,1834.4,13140.0,3226.0,354.0,399.0,2097.2,250.0,297.0,1980.3,103.0,173.0,1308.5,3.0,3.1,29.0,72.0,13.0,2.0,68.0,46.0,29.0,14.0,0.0,1.0,2.0,0.0,6.0,4.0,1.0,0.0,0.0,1.0,0.0,14.0,8.0,4.0,8.0,2.0,3.0,30.0,125.0,27.0,201.0,44.0,548.8,41.0,114.0,46.0,10.0,0.0,0.0,10.0,11.0,25.0,4.0,0.0,1019.0,4.0,110.0,577.0,373.0,31.0,942.0,9.0,17.0,575.0,9.0,0.0,653.0,2560.0,1300.0,64.0,16.0,1.0,16.0,13.0,882.0,784.0,2065.2,83.0,4.0,1.0,1.0,26.0,8.0,3.0,0.0,2.5,1.7000000000000002,73.0,Midfielder,False
Clément Lenglet,2475.0,2129.0,2293.0,3057.3,40648.0,13671.0,819.0,849.0,3184.1,1039.0,1086.0,3149.0,253.0,328.0,2397.0,0.0,0.9,7.0,215.0,17.0,2.0,134.0,26.0,25.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,41.0,25.0,28.0,11.0,2.0,14.0,26.0,800.0,12.0,337.0,122.0,1200.4,176.0,138.0,23.0,39.0,13.0,0.0,26.0,35.0,76.0,87.0,0.0,2506.0,272.0,1002.0,1455.0,231.0,17.0,2456.0,11.0,16.0,950.0,11.0,0.0,1894.0,9951.0,5859.0,197.0,53.0,1.0,9.0,5.0,2010.0,1981.0,3213.5,8.0,1.0,0.0,0.0,11.0,5.0,11.0,2.0,1.3,1.3,85.0,Defender,False
Clément Michelin,1154.0,490.0,672.0,1791.1,10046.0,3852.0,178.0,211.0,1855.0,227.0,280.0,2084.8,79.0,157.0,1274.8,4.0,3.1,18.0,23.0,15.0,10.0,43.0,28.0,20.0,5.0,0.0,2.0,0.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,32.0,16.0,14.0,14.0,4.0,12.0,18.0,458.3,6.0,127.0,28.0,328.0,49.0,50.0,28.0,26.0,4.0,0.0,22.0,14.0,46.0,30.0,0.0,806.0,43.0,196.0,387.0,267.0,17.0,664.0,4.0,7.0,300.0,4.0,0.0,418.0,2105.0,1195.0,54.0,16.0,2.0,7.0,8.0,506.0,448.0,2245.1,30.0,0.0,0.0,0.0,11.0,2.0,3.0,2.0,0.3,0.3,72.0,Midfielder,False
Clément Vidal,86.0,25.0,32.0,147.5,576.0,158.0,5.0,5.0,200.0,14.0,15.0,150.0,6.0,12.0,54.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,2.0,4.0,66.7,2.0,12.0,2.0,37.5,5.0,7.0,0.0,5.0,5.0,0.0,0.0,0.0,2.0,5.0,0.0,44.0,10.0,30.0,20.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,25.0,193.0,61.0,0.0,0.0,0.0,0.0,0.0,26.0,26.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,Low Involvement,True
Coke,835.0,361.0,443.0,1378.7,6986.0,2644.0,145.0,164.0,1355.3,162.0,185.0,1488.8,52.0,78.0,950.3,0.0,0.2,4.0,19.0,11.0,1.0,41.0,9.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,11.0,12.0,6.0,3.0,10.0,25.0,491.6,15.0,130.0,32.0,367.3,71.0,39.0,20.0,17.0,0.0,0.0,17.0,15.0,36.0,36.0,0.0,556.0,48.0,233.0,245.0,102.0,10.0,500.0,5.0,9.0,400.0,5.0,0.0,312.0,1307.0,645.0,29.0,8.0,1.0,5.0,3.0,366.0,327.0,1529.1,11.0,0.0,0.0,0.0,10.0,2.0,1.0,0.0,0.4,0.4,75.0,Midfielder,False
Colin Dagba,1357.0,841.0,946.0,2146.0,12269.0,3240.0,498.0,536.0,2181.2,297.0,327.0,2197.0,29.0,50.0,1061.3,2.0,0.9,12.0,38.0,14.0,4.0,40.0,22.0,18.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,26.0,13.0,6.0,15.0,5.0,11.0,25.0,550.0,14.0,209.0,66.0,705.0,66.0,89.0,54.0,33.0,6.0,1.0,27.0,12.0,38.0,26.0,0.0,1083.0,40.0,268.0,503.0,379.0,34.0,971.0,10.0,17.0,633.4,11.0,0.0,775.0,3330.0,1900.0,97.0,27.0,10.0,10.0,13.0,813.0,766.0,2355.1,53.0,1.0,0.0,0.0,7.0,1.0,3.0,0.0,0.2,0.2,75.0,Midfielder,False
Conor Coady,3303.0,1576.0,1789.0,3206.5,40606.0,14307.0,287.0,303.0,3446.8,811.0,847.0,3514.2,469.0,617.0,2734.6,0.0,0.1,2.0,78.0,1.0,0.0,59.0,9.0,7.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,23.0,23.0,8.0,0.0,14.0,37.0,813.3,23.0,203.0,71.0,1283.9,149.0,52.0,2.0,59.0,39.0,2.0,20.0,25.0,56.0,163.0,1.0,2073.0,420.0,1352.0,805.0,17.0,12.0,2019.0,7.0,9.0,450.0,7.0,1.0,1281.0,6017.0,2644.0,29.0,2.0,0.0,2.0,3.0,1462.0,1446.0,3657.8,2.0,1.0,0.0,0.0,8.0,2.0,5.0,0.0,1.3,1.3,79.0,Defender,False
Conor Gallagher,2531.0,742.0,954.0,2282.9,13360.0,3015.0,338.0,401.0,2396.7,284.0,322.0,2658.7,97.0,177.0,1470.2,2.0,1.5,18.0,76.0,15.0,2.0,54.0,41.0,24.0,7.0,3.0,1.0,5.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,82.0,53.0,31.0,40.0,11.0,22.0,97.0,748.4,75.0,710.0,180.0,763.7,233.0,345.0,132.0,63.0,8.0,0.0,55.0,39.0,121.0,30.0,1.0,1332.0,67.0,308.0,698.0,418.0,44.0,1285.0,38.0,59.0,1776.7,40.0,2.0,893.0,4633.0,1940.0,81.0,26.0,9.0,42.0,46.0,914.0,777.0,2515.6,69.0,2.0,0.0,0.0,29.0,7.0,11.0,0.0,1.6,1.6,70.0,Defender,False
Conor Hourihane,225.0,116.0,155.0,293.4,2503.0,557.0,31.0,35.0,339.7,52.0,64.0,320.1,27.0,46.0,219.6,1.0,0.7999999999999999,4.0,18.0,2.0,1.0,9.0,8.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,17.0,6.0,189.3,4.0,6.0,7.0,3.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,170.0,3.0,20.0,66.0,85.0,5.0,133.0,0.0,0.0,0.0,0.0,0.0,86.0,201.0,82.0,4.0,0.0,0.0,1.0,0.0,127.0,112.0,335.5,9.0,1.0,0.0,0.0,5.0,2.0,0.0,0.0,0.6,0.6,75.0,Low Involvement,True
